order_id,customer_id,product_id,quantity,order_date
123,459,652,2,2022-06-18
124,3114,771,2,2021-07-16
125,2426,23,3,2022-04-23
126,71,1589,1,2022-11-27
127,4905,1687,2,2021-01-06
128,964,842,4,2022-11-10
129,4417,1625,4,2021-01-05
130,647,1399,2,2022-06-10
131,1487,570,2,2023-07-26
132,1094,732,1,2021-01-04
133,4324,175,1,2021-06-16
134,3155,1045,3,2022-04-17
135,2625,1694,2,2021-06-02
136,2405,1644,2,2022-09-11
137,1557,444,2,2023-06-06
138,2713,689,2,2021-06-09
139,4061,1730,3,2022-12-24
140,1670,1621,2,2023-04-16
141,3652,1983,2,2021-02-04
142,320,773,2,2022-08-15
143,3213,958,1,2023-09-21
144,2329,1153,4,2021-11-03
145,2938,777,1,2022-01-11
146,1943,1403,3,2023-07-02
147,4896,686,2,2023-03-10
148,1076,42,2,2021-12-12
149,3445,41,2,2023-02-26
150,2260,683,3,2021-08-18
151,3777,319,4,2021-04-04
152,1881,194,4,2022-03-11
153,2194,685,2,2021-03-22
154,14,1825,1,2023-08-28
155,2104,1915,1,2023-03-23
156,2424,553,4,2022-09-27
157,271,994,4,2023-07-07
158,1070,975,1,2021-02-08
159,491,96,3,2022-02-17
160,3813,1554,4,2022-07-03
161,3764,902,4,2021-08-17
162,836,564,3,2022-10-22
163,3679,1643,4,2021-12-27
164,1833,729,4,2023-03-14
165,4232,249,4,2022-05-09
166,610,27,3,2022-04-22
167,3943,868,1,2021-12-20
168,683,1113,1,2021-08-19
169,4641,6,3,2021-07-19
170,1921,1840,1,2022-02-07
171,4907,990,4,2023-03-20
172,4207,903,4,2021-04-22
173,3935,604,2,2022-07-08
174,1983,1397,1,2023-06-19
175,4736,869,3,2023-06-02
176,2395,1860,4,2023-02-10
177,1402,1933,1,2021-06-25
178,4877,1622,1,2023-09-24
179,628,397,4,2021-08-14
180,967,391,2,2022-12-26
181,980,554,4,2022-07-16
182,2853,696,4,2022-02-05
183,2658,368,1,2021-08-27
184,3383,1507,2,2021-10-01
185,1272,1246,4,2021-09-23
186,2756,956,2,2022-10-17
187,2044,1967,1,2023-03-06
188,4450,1898,1,2021-06-27
189,647,644,3,2021-10-01
190,4818,1896,4,2021-09-17
191,1341,928,1,2021-06-18
192,1376,114,2,2023-01-18
193,1604,838,3,2021-03-10
194,4665,472,4,2021-12-24
195,4245,681,2,2021-01-30
196,3897,763,1,2023-02-07
197,1424,1310,2,2022-07-04
198,1494,320,1,2021-10-09
199,4720,1886,4,2022-04-21
200,4378,92,4,2023-06-30
201,1364,1489,1,2022-06-02
202,122,1913,1,2022-04-19
203,434,1104,4,2022-07-26
204,4851,272,1,2021-09-27
205,411,750,3,2021-07-30
206,3411,1412,4,2022-04-19
207,3358,656,4,2022-06-10
208,4351,723,4,2022-07-22
209,1947,757,4,2022-06-16
210,30,1413,1,2022-04-13
211,2100,1136,3,2021-06-10
212,675,713,4,2022-02-04
213,4079,1177,4,2021-11-14
214,1344,58,1,2022-01-20
215,4672,1312,2,2022-01-02
216,879,252,3,2021-10-18
217,1998,674,4,2021-04-14
218,2082,248,3,2021-05-12
219,3231,1874,1,2021-07-12
220,2520,108,4,2021-01-16
221,2542,310,2,2022-07-15
222,32,1002,2,2021-12-03
223,4615,193,4,2023-02-11
224,2432,221,2,2022-04-01
225,3843,212,1,2023-02-03
226,640,1820,3,2021-01-20
227,2957,386,1,2023-04-03
228,3561,1808,3,2021-06-01
229,2523,853,3,2021-12-29
230,3615,1984,4,2023-08-03
231,2040,783,2,2021-04-15
232,1593,1732,2,2023-04-02
233,221,1978,2,2021-07-10
234,1521,1067,4,2021-08-25
235,1709,119,2,2021-02-21
236,3614,1029,4,2023-01-25
237,2459,767,3,2022-06-09
238,3563,572,2,2022-05-20
239,4621,624,1,2023-06-18
240,2462,1117,3,2021-06-24
241,4050,1226,2,2021-11-18
242,3235,1467,3,2022-12-04
243,2465,445,4,2023-04-19
244,3627,1445,4,2022-04-07
245,1192,1487,1,2021-12-09
246,3985,611,3,2021-02-25
247,2089,32,1,2023-01-01
248,1243,881,1,2021-05-03
249,3943,214,1,2023-07-05
250,2573,859,4,2021-01-22
251,501,1005,4,2023-06-13
252,968,653,1,2022-02-09
253,3412,563,4,2022-11-26
254,187,12,2,2022-05-11
255,2080,865,2,2022-04-26
256,2384,1443,1,2022-02-14
257,554,888,3,2023-03-26
258,698,1276,3,2021-11-28
259,1470,351,4,2022-10-07
260,3315,1039,4,2022-04-26
261,2910,366,4,2023-09-22
262,4972,1201,3,2022-07-13
263,2873,769,4,2023-02-11
264,1480,1439,3,2022-02-13
265,1165,1152,2,2021-03-21
266,2682,1392,3,2021-10-14
267,416,644,4,2022-06-01
268,239,277,1,2021-04-14
269,3100,353,2,2023-07-16
270,4132,20,2,2022-11-02
271,3308,495,2,2023-04-02
272,4246,931,4,2023-06-16
273,2571,792,2,2022-07-02
274,1630,353,3,2023-05-28
275,4841,1369,2,2023-06-18
276,1912,1356,3,2023-02-09
277,717,1020,4,2023-03-27
278,691,19,4,2022-09-03
279,2695,1343,3,2022-08-02
280,684,1278,4,2023-03-08
281,4096,1524,2,2022-06-06
282,4788,1868,2,2021-04-09
283,2491,1229,2,2022-04-04
284,1147,1261,3,2021-03-04
285,3821,1480,2,2022-07-05
286,4257,1375,2,2021-09-28
287,647,1648,2,2022-06-13
288,2287,920,1,2022-08-14
289,3691,1766,3,2022-05-20
290,3132,1362,3,2021-06-25
291,3509,661,3,2022-11-24
292,1395,1655,4,2021-05-12
293,1324,91,4,2023-01-21
294,1697,1842,4,2022-03-21
295,2436,742,2,2021-02-09
296,3492,1230,3,2023-04-08
297,406,250,2,2022-04-12
298,4424,1884,1,2021-02-28
299,4857,1693,2,2022-04-17
300,3429,1095,3,2023-04-19
301,3731,1516,3,2021-05-22
302,1252,1954,3,2022-02-15
303,3326,727,4,2021-10-17
304,3897,505,3,2021-08-15
305,3791,244,3,2022-06-05
306,4475,1929,2,2021-02-08
307,62,1122,3,2021-01-05
308,3791,1537,3,2022-04-05
309,183,1635,1,2021-02-27
310,4102,389,2,2023-03-13
311,780,1993,4,2021-10-31
312,287,1957,4,2022-11-17
313,3096,165,2,2022-02-03
314,654,1204,3,2023-06-09
315,622,400,4,2023-01-07
316,2764,1992,2,2022-10-12
317,349,99,1,2023-01-18
318,3134,187,3,2023-07-12
319,1616,1701,1,2022-10-11
320,2305,323,3,2023-06-06
321,2500,173,3,2022-08-31
322,2172,1051,4,2023-03-16
323,2237,358,4,2021-01-03
324,1465,1070,1,2022-10-28
325,1252,390,4,2023-07-01
326,1550,1150,2,2021-03-31
327,2274,1491,3,2022-01-05
328,3307,1157,2,2023-06-30
329,2371,709,4,2023-09-06
330,3729,339,1,2021-09-04
331,2674,489,2,2022-01-03
332,484,1952,4,2023-03-02
333,1977,1948,3,2022-09-29
334,2211,499,3,2021-12-15
335,557,1481,4,2022-08-29
336,1806,898,4,2023-09-05
337,2063,388,2,2022-11-23
338,2987,971,1,2022-02-11
339,2329,1798,3,2022-05-02
340,3917,428,4,2021-12-04
341,2131,226,4,2021-04-19
342,590,1312,2,2022-11-16
343,1334,647,1,2022-09-19
344,4581,1757,3,2021-09-14
345,2276,721,2,2022-07-28
346,2544,1522,3,2022-11-26
347,1400,1417,4,2021-08-30
348,3427,176,1,2021-06-30
349,4945,822,1,2023-01-02
350,1446,628,4,2023-02-02
351,2011,1091,3,2021-06-22
352,2035,282,4,2021-03-21
353,1146,1335,1,2022-01-01
354,185,1348,2,2023-03-01
355,3505,1770,1,2023-07-23
356,2302,1546,3,2023-09-15
357,1891,40,1,2022-08-18
358,1193,1721,3,2023-07-06
359,2555,486,1,2022-03-14
360,2896,1156,3,2021-01-11
361,1633,316,1,2022-09-22
362,2331,1719,4,2021-11-02
363,4970,1129,2,2023-03-08
364,1407,1090,2,2022-11-24
365,4312,858,2,2022-07-20
366,3073,410,4,2022-04-20
367,3059,393,1,2023-01-08
368,3956,1826,2,2021-03-29
369,1307,344,3,2023-02-25
370,3294,1158,4,2021-12-22
371,4523,537,1,2021-12-30
372,1148,1355,1,2023-03-25
373,328,1802,3,2021-05-08
374,4081,1497,3,2023-04-08
375,1842,165,2,2023-07-20
376,1509,1367,1,2021-08-08
377,979,1599,2,2022-07-11
378,95,301,2,2023-03-18
379,1583,726,2,2022-05-21
380,3556,1190,3,2021-06-22
381,3472,283,4,2021-03-08
382,2648,493,2,2021-12-12
383,4535,1790,2,2023-09-27
384,1750,1001,3,2021-07-09
385,1765,444,1,2021-04-08
386,4745,489,3,2021-08-30
387,3143,1361,2,2023-01-01
388,3758,1210,2,2022-12-07
389,1104,51,2,2022-09-07
390,1573,1564,4,2021-08-12
391,4395,253,1,2022-02-26
392,1280,1395,3,2022-10-27
393,2098,474,3,2021-11-16
394,2515,1908,4,2021-09-16
395,236,876,1,2021-06-17
396,1023,252,4,2021-10-31
397,862,412,2,2023-03-06
398,4193,1342,3,2022-07-22
399,3509,1518,2,2021-02-16
400,3406,101,2,2022-11-14
401,4386,1691,3,2022-04-17
402,3955,493,3,2021-12-11
403,4657,621,2,2023-07-09
404,4802,666,2,2022-09-16
405,4683,894,4,2021-11-26
406,354,976,4,2023-06-13
407,2608,1842,1,2022-07-03
408,1114,1628,4,2022-12-28
409,1236,1491,1,2023-04-25
410,4020,415,3,2021-12-25
411,1173,1608,4,2021-05-08
412,2326,1176,2,2022-08-10
413,2029,1103,3,2021-08-28
414,998,924,2,2021-07-04
415,3740,1996,4,2022-05-22
416,1934,1650,4,2023-08-03
417,1218,1318,1,2022-12-09
418,1355,340,3,2021-04-21
419,2410,1659,3,2021-01-25
420,1694,1348,3,2022-02-22
421,4644,1244,3,2023-06-20
422,1620,210,1,2022-01-25
423,576,397,2,2023-07-06
424,4906,779,4,2023-01-09
425,4368,508,3,2023-07-05
426,684,590,1,2021-05-11
427,78,1620,4,2022-06-11
428,3917,1516,2,2022-10-09
429,4994,682,3,2021-04-22
430,939,430,3,2023-04-28
431,3353,310,4,2022-09-15
432,3196,1227,1,2022-06-15
433,3926,304,4,2023-08-23
434,3773,1952,1,2022-03-24
435,4153,195,1,2021-01-31
436,1000,155,2,2022-08-12
437,254,1153,3,2021-04-09
438,1014,624,4,2023-05-11
439,554,981,2,2023-09-16
440,942,830,2,2023-06-19
441,1999,304,3,2023-07-02
442,1621,447,1,2023-01-27
443,4920,1243,4,2022-01-02
444,4519,1823,1,2022-08-15
445,1577,557,2,2023-07-11
446,4995,1535,2,2021-08-07
447,2529,1177,2,2021-05-01
448,3967,1808,3,2021-04-14
449,2994,1623,2,2023-03-08
450,3624,709,4,2021-11-10
451,2188,529,3,2022-10-18
452,1019,273,4,2022-10-26
453,29,917,4,2023-09-07
454,1911,715,2,2021-10-19
455,1300,1933,2,2022-09-05
456,4690,877,3,2022-05-14
457,1142,119,2,2022-06-07
458,1530,614,1,2021-07-07
459,3257,1159,3,2022-08-18
460,3174,19,2,2022-05-20
461,4022,994,4,2021-12-16
462,4879,1351,1,2021-12-24
463,4057,1157,2,2023-01-30
464,1271,582,1,2023-02-07
465,1204,514,3,2023-01-18
466,646,999,2,2021-05-10
467,523,1269,1,2021-01-30
468,512,463,3,2022-03-27
469,540,1123,1,2021-11-21
470,2169,489,1,2023-08-06
471,3377,1691,3,2021-10-20
472,1516,1729,3,2022-08-13
473,2386,1381,1,2021-06-30
474,1530,1707,4,2021-07-04
475,207,495,4,2021-01-03
476,4714,1754,2,2021-11-17
477,3062,1754,3,2021-10-17
478,607,943,2,2022-04-10
479,3427,1833,2,2021-02-16
480,4051,973,2,2023-09-11
481,4429,430,4,2021-03-24
482,2727,924,1,2021-08-13
483,2126,1036,4,2022-05-13
484,1198,1891,1,2021-12-08
485,2597,576,4,2022-01-06
486,2314,1875,2,2022-02-14
487,2647,885,4,2021-04-30
488,1896,1599,1,2021-07-09
489,1666,986,2,2021-05-05
490,2945,910,4,2022-12-19
491,1944,139,3,2021-03-02
492,3000,398,4,2021-12-27
493,3714,824,2,2022-09-02
494,2116,960,3,2022-06-29
495,2239,1888,1,2023-03-07
496,2939,1837,1,2021-12-21
497,4670,131,4,2022-09-03
498,3304,1459,1,2022-01-05
499,3589,1966,2,2021-12-10
500,2831,827,1,2022-12-29
501,2497,1934,2,2023-08-29
502,4069,1811,1,2023-01-31
503,3826,758,2,2021-12-04
504,2646,1380,4,2022-01-20
505,1821,1908,2,2021-08-04
506,3244,398,2,2023-04-14
507,4671,1936,1,2022-06-15
508,15,519,1,2023-09-12
509,4278,402,4,2021-06-15
510,4184,417,1,2023-01-28
511,3478,656,3,2021-06-19
512,404,143,2,2023-08-14
513,4936,1120,3,2022-11-27
514,2292,42,4,2021-06-28
515,4796,1450,4,2022-04-14
516,4853,1583,1,2023-03-01
517,147,1488,1,2021-08-11
518,3510,117,4,2023-01-03
519,3803,1841,3,2021-11-27
520,1531,1830,3,2022-09-11
521,2811,899,2,2021-10-28
522,4544,282,4,2021-11-16
523,4565,640,1,2021-02-24
524,4078,1979,3,2021-08-18
525,534,1580,4,2022-07-09
526,2734,410,3,2021-01-13
527,386,1698,3,2023-05-31
528,414,1778,2,2021-08-04
529,1448,436,1,2021-11-19
530,3802,284,4,2023-09-10
531,971,1286,3,2022-06-25
532,4196,1847,4,2021-03-04
533,578,865,1,2021-03-17
534,814,1215,1,2022-06-15
535,4436,1573,3,2022-06-26
536,711,527,1,2021-12-27
537,2272,221,3,2021-03-01
538,963,1100,3,2021-04-05
539,416,914,3,2023-05-14
540,3916,1580,1,2021-12-22
541,4763,435,1,2021-11-16
542,1808,20,2,2021-01-02
543,1801,759,2,2022-01-27
544,3074,720,1,2022-10-19
545,4767,1742,4,2023-02-27
546,1912,481,2,2022-12-13
547,1356,650,3,2023-03-16
548,2922,1714,2,2021-09-15
549,1375,31,2,2022-10-26
550,4809,140,4,2021-02-26
551,3401,941,3,2023-08-07
552,3630,1819,3,2023-03-04
553,4128,837,2,2023-04-30
554,1132,222,4,2022-04-30
555,4949,843,2,2022-05-13
556,4866,1161,1,2021-07-14
557,102,1996,3,2022-03-18
558,2808,453,2,2021-01-22
559,2939,721,4,2021-12-01
560,4351,353,4,2022-06-01
561,3837,410,3,2023-08-11
562,4698,836,2,2022-03-25
563,2361,1162,4,2022-02-01
564,401,1848,1,2022-06-30
565,1337,1976,3,2021-06-14
566,1916,1651,1,2023-04-11
567,2761,807,4,2021-02-27
568,4412,526,1,2021-02-09
569,3179,734,1,2022-04-30
570,2562,1374,3,2022-09-01
571,1192,98,2,2022-01-24
572,4976,190,3,2021-02-14
573,1799,1035,1,2022-08-04
574,3577,1381,4,2023-08-18
575,1833,182,1,2022-01-07
576,1752,1731,2,2021-01-14
577,1850,1085,1,2023-04-01
578,2908,678,2,2023-07-10
579,1113,403,1,2021-10-02
580,4170,1298,4,2022-03-01
581,2596,856,4,2023-04-19
582,252,223,3,2023-04-26
583,2022,704,3,2021-09-22
584,42,1236,3,2023-09-14
585,3750,524,3,2021-08-02
586,4604,1528,3,2022-11-21
587,1987,1635,3,2022-04-05
588,1727,1164,3,2022-06-11
589,629,267,4,2022-12-03
590,4862,1071,2,2023-01-22
591,1311,518,4,2023-08-30
592,1519,1668,3,2022-11-02
593,4930,580,2,2023-01-20
594,997,778,1,2022-03-22
595,1060,214,3,2022-08-18
596,4013,1650,4,2022-10-15
597,2802,1587,2,2023-05-03
598,3959,464,1,2021-09-05
599,4289,85,2,2021-08-04
600,4014,1264,2,2023-01-15
601,4415,1431,2,2023-07-13
602,4155,408,2,2022-08-20
603,956,1856,2,2023-04-04
604,427,1046,4,2022-08-31
605,2265,756,1,2021-05-10
606,1613,704,4,2021-06-04
607,2532,322,4,2021-08-21
608,1792,143,3,2021-12-29
609,1805,1181,2,2023-03-14
610,3452,602,1,2021-08-19
611,503,346,1,2022-02-27
612,1947,1535,1,2023-09-03
613,224,456,1,2021-03-03
614,1669,1370,1,2021-09-10
615,3005,1139,2,2021-10-30
616,1176,1477,1,2022-06-27
617,2828,941,4,2022-05-20
618,1372,1093,1,2022-02-25
619,337,1364,2,2023-05-24
620,1817,745,2,2021-08-05
621,550,1753,3,2022-02-07
622,2663,24,4,2023-08-10
623,2731,200,2,2023-06-21
624,2211,1373,4,2022-02-26
625,246,1918,3,2022-06-23
626,825,1363,2,2022-05-07
627,3182,1878,4,2022-08-05
628,2732,253,1,2021-11-10
629,1843,1107,3,2022-04-18
630,661,839,1,2022-03-25
631,1859,922,3,2021-08-19
632,635,1764,1,2023-03-12
633,2964,784,2,2021-04-30
634,4440,1001,2,2022-09-08
635,538,242,1,2021-04-08
636,1145,1907,1,2023-05-14
637,4732,370,4,2021-06-11
638,3195,1260,2,2023-05-23
639,4517,1223,3,2021-08-10
640,4198,688,4,2022-07-11
641,1283,1514,4,2021-10-13
642,4520,1030,2,2021-07-25
643,1081,1805,3,2023-09-16
644,4206,1424,1,2021-10-23
645,3637,909,3,2021-03-13
646,1153,1962,4,2023-03-25
647,2656,1410,3,2023-04-27
648,4025,194,2,2022-12-19
649,2652,1784,3,2021-04-02
650,1514,120,1,2021-08-10
651,3058,861,2,2022-03-11
652,3230,662,1,2021-08-28
653,3501,1149,1,2023-05-07
654,3464,21,1,2022-07-09
655,1580,600,3,2021-07-12
656,3992,1756,3,2021-07-09
657,452,1740,4,2021-06-30
658,393,797,1,2021-10-01
659,3232,337,3,2021-07-28
660,4248,1098,2,2023-08-30
661,2726,721,4,2022-02-13
662,560,1812,1,2022-09-14
663,4696,1263,4,2021-10-01
664,3625,227,4,2023-04-04
665,4577,374,4,2022-01-20
666,3787,681,1,2021-06-20
667,226,989,3,2022-09-06
668,625,1529,2,2023-01-12
669,682,722,1,2023-02-11
670,202,1404,2,2021-11-28
671,4831,1328,4,2023-08-31
672,76,576,1,2023-06-08
673,704,1334,1,2023-07-19
674,149,1857,2,2021-08-29
675,3559,1618,3,2022-08-31
676,1573,1811,4,2022-12-06
677,4698,86,1,2021-08-27
678,3258,908,4,2021-08-06
679,1487,833,2,2022-09-22
680,2552,1310,2,2023-05-22
681,2441,983,1,2023-07-21
682,2626,537,1,2021-08-13
683,3779,1353,2,2021-08-09
684,3034,1925,1,2021-01-16
685,4039,1991,4,2023-06-30
686,1180,170,3,2022-12-22
687,1714,1455,4,2021-11-13
688,1244,1763,1,2022-06-04
689,4518,643,3,2022-11-27
690,4991,1050,3,2021-07-23
691,1660,1706,1,2022-05-25
692,4526,1061,1,2021-10-04
693,2359,276,4,2022-01-27
694,169,410,2,2021-03-28
695,4394,1603,4,2023-06-30
696,1629,318,2,2021-06-14
697,3631,174,1,2023-03-28
698,1637,547,1,2021-08-17
699,37,1334,3,2022-07-03
700,4109,1873,2,2022-02-16
701,377,803,3,2023-06-12
702,4839,1987,2,2023-03-02
703,42,1351,1,2022-12-10
704,2066,1668,2,2023-08-16
705,4517,1383,1,2023-01-25
706,4647,1134,2,2021-10-18
707,4766,631,2,2023-06-12
708,3951,290,3,2021-07-03
709,3347,590,2,2022-07-24
710,4299,1215,4,2022-07-21
711,2554,38,1,2022-06-18
712,3625,338,3,2022-07-01
713,2715,221,2,2022-04-20
714,4663,878,3,2021-05-07
715,844,1717,1,2022-01-15
716,3181,1464,2,2022-05-15
717,3258,666,4,2022-08-15
718,4769,670,4,2023-05-07
719,4914,146,1,2021-09-19
720,2505,654,2,2023-01-30
721,200,1921,2,2021-05-12
722,4546,577,3,2022-07-07
723,2285,916,2,2021-05-08
724,3912,44,1,2023-02-25
725,1993,50,3,2021-09-07
726,3997,1354,2,2023-08-06
727,2419,1748,2,2022-10-02
728,58,1188,3,2021-03-24
729,2844,497,2,2023-04-05
730,3674,1831,3,2021-11-09
731,261,841,3,2021-11-08
732,2385,1697,2,2021-04-24
733,1305,1130,4,2022-06-26
734,4366,1332,3,2022-10-21
735,1386,1733,4,2022-12-07
736,3984,1966,1,2022-05-17
737,4882,1364,4,2021-11-18
738,1577,1302,1,2023-07-22
739,4807,1717,2,2022-06-25
740,2610,1429,2,2021-03-30
741,4201,1525,2,2021-05-15
742,3025,481,4,2022-02-18
743,4626,1696,3,2022-01-28
744,6,1276,3,2021-05-15
745,2580,574,1,2023-04-03
746,4445,1480,2,2022-07-28
747,3513,93,2,2023-07-25
748,4721,1353,4,2022-01-20
749,3371,854,4,2022-05-03
750,1097,886,1,2022-10-21
751,4463,332,3,2023-04-08
752,1648,859,3,2023-07-28
753,2156,524,1,2023-03-25
754,3034,754,4,2022-09-20
755,1631,1343,1,2022-10-04
756,4266,639,3,2022-08-16
757,4837,1172,3,2021-10-08
758,1022,103,1,2023-01-29
759,733,1561,2,2022-08-18
760,2456,322,4,2022-11-28
761,701,1281,3,2021-03-07
762,1088,1040,2,2021-09-19
763,3901,1731,2,2022-03-27
764,141,1461,3,2021-04-09
765,1335,839,2,2023-02-08
766,2933,1470,2,2021-09-13
767,1167,1593,4,2021-01-02
768,3217,1634,2,2023-08-29
769,1797,381,4,2021-03-03
770,3793,360,1,2021-10-18
771,587,609,1,2023-07-10
772,1673,599,3,2022-04-07
773,89,66,2,2021-06-17
774,10,454,2,2023-04-30
775,1297,639,2,2021-01-01
776,1929,989,2,2023-05-16
777,2483,61,2,2022-09-21
778,1381,1204,3,2021-11-13
779,1374,866,2,2023-06-28
780,1046,1116,2,2022-02-05
781,4255,1747,3,2022-07-26
782,1685,885,1,2022-06-16
783,808,24,3,2022-04-02
784,3346,1610,4,2021-10-11
785,191,1898,4,2021-10-05
786,843,1467,4,2022-04-16
787,3312,1919,4,2023-08-04
788,1464,1841,4,2021-12-17
789,1375,743,1,2021-11-24
790,2020,1767,2,2021-04-11
791,3757,59,3,2022-07-05
792,4645,156,3,2021-05-27
793,548,630,1,2021-06-25
794,2616,1580,1,2021-04-17
795,3,1158,2,2022-08-11
796,3570,657,2,2023-08-28
797,3597,1124,1,2023-08-26
798,3651,1202,4,2022-04-23
799,447,1586,4,2022-01-14
800,511,443,2,2022-07-22
801,4700,1289,3,2021-05-17
802,1898,148,3,2021-09-30
803,642,1777,4,2022-03-03
804,930,1990,3,2022-03-04
805,4225,1878,3,2022-03-07
806,3855,1158,1,2021-04-21
807,3976,304,4,2023-03-13
808,4980,161,2,2022-06-23
809,4510,1155,3,2023-02-17
810,3285,251,1,2022-10-20
811,601,1816,2,2022-07-23
812,3857,565,3,2022-04-21
813,3605,141,1,2021-09-22
814,2417,755,2,2021-06-08
815,3669,627,3,2021-10-17
816,972,953,2,2022-10-15
817,468,609,2,2021-07-20
818,2244,1568,1,2021-04-26
819,4097,159,3,2021-05-03
820,351,1978,2,2021-06-08
821,364,1503,4,2023-05-28
822,2343,1660,2,2022-12-31
823,2225,1739,3,2022-08-20
824,2354,1921,2,2021-06-07
825,812,496,2,2021-05-14
826,1014,1057,3,2022-01-30
827,212,506,4,2022-08-05
828,4866,1350,2,2022-03-08
829,3520,1564,4,2021-12-10
830,1694,1170,3,2021-11-09
831,4915,1623,1,2021-05-02
832,543,1648,1,2022-04-20
833,4783,635,1,2021-05-09
834,2106,670,2,2021-06-12
835,3745,823,4,2021-07-04
836,1940,384,3,2021-02-27
837,1875,1231,3,2021-09-26
838,1884,238,4,2022-01-10
839,3982,1503,3,2022-01-24
840,2380,1751,3,2021-03-17
841,299,438,3,2022-06-24
842,627,587,1,2021-03-14
843,3711,461,1,2023-03-18
844,2141,1274,2,2022-05-11
845,1933,429,3,2022-06-16
846,4255,324,2,2021-06-28
847,3859,1445,1,2021-08-28
848,528,1773,1,2023-06-30
849,2551,1136,2,2023-01-22
850,3347,627,1,2023-08-10
851,1267,1437,4,2022-06-29
852,1599,1429,1,2021-04-25
853,3579,640,2,2021-03-12
854,2359,1761,3,2022-02-24
855,1857,165,2,2023-09-08
856,4139,63,1,2021-05-26
857,2651,335,1,2022-10-23
